Demographic Data Report by State
"Insurance: Percent insured in demographic group, all income levels"
"Ages <65, All Races (includes Hispanic), Both Sexes"
2019 Small Area Health Insurance Estimates Data
Sorted by Value

State, FIPS,Value (Percent),People (Insured),Rank within US
"Caddo County, Oklahoma",40015,80.1,17488,"2881 of 3139"
"Gooding County, Idaho",16047,80.1,9755,"2881 of 3139"
"Hardee County, Florida",12049,80.1,16452,"2881 of 3139"
"McKinley County, New Mexico",35031,80.1,48440,"2881 of 3139"
"Mitchell County, Texas",48335,80.1,4363,"2881 of 3139"
"Nueces County, Texas",48355,80.1,241588,"2881 of 3139"
"Reagan County, Texas",48383,80.1,2727,"2881 of 3139"
"Brown County, Texas",48049,80.0,23185,"2888 of 3139"
"Dundy County, Nebraska",31057,80.0,997,"2888 of 3139"
"Harrison County, Texas",48203,80.0,42985,"2888 of 3139"
"Robertson County, Texas",48395,80.0,10796,"2888 of 3139"
"Yukon-Koyukuk Census Area, Alaska",02290,80.0,3466,"2888 of 3139"
"Ziebach County, South Dakota",46137,80.0,1938,"2888 of 3139"
"Blaine County, Nebraska",31009,79.9,266,"2894 of 3139"
"DeWitt County, Texas",48123,79.9,11617,"2894 of 3139"
"Sabine County, Texas",48403,79.9,5769,"2894 of 3139"
"Tillman County, Oklahoma",40141,79.9,4371,"2894 of 3139"
"Tyler County, Texas",48457,79.9,11878,"2894 of 3139"
"Corson County, South Dakota",46031,79.8,2753,"2899 of 3139"
"Hutchinson County, Texas",48233,79.8,13705,"2899 of 3139"
"Johnson County, Texas",48251,79.8,118586,"2899 of 3139"
"Marion County, Texas",48315,79.8,5603,"2899 of 3139"
"Roosevelt County, Montana",30085,79.8,7410,"2899 of 3139"
"Runnels County, Texas",48399,79.8,6392,"2899 of 3139"
"Sampson County, North Carolina",37163,79.8,40329,"2899 of 3139"
"Victoria County, Texas",48469,79.8,59958,"2899 of 3139"
"Bryan County, Oklahoma",40013,79.7,30459,"2907 of 3139"
"Burleson County, Texas",48051,79.7,11547,"2907 of 3139"
"Calhoun County, Texas",48057,79.7,13636,"2907 of 3139"
"Charlton County, Georgia",13049,79.7,6973,"2907 of 3139"
"Habersham County, Georgia",13137,79.7,27491,"2907 of 3139"
"Crane County, Texas",48103,79.6,3326,"2912 of 3139"
"Grady County, Georgia",13131,79.6,15582,"2912 of 3139"
"Highlands County, Florida",12055,79.6,52766,"2912 of 3139"
"Jones County, Texas",48253,79.6,9369,"2912 of 3139"
"Lincoln County, Idaho",16063,79.6,3586,"2912 of 3139"
"Love County, Oklahoma",40085,79.6,6499,"2912 of 3139"
"Martin County, Texas",48317,79.6,4046,"2912 of 3139"
"Murray County, Georgia",13213,79.6,26652,"2912 of 3139"
"Bandera County, Texas",48019,79.5,13057,"2920 of 3139"
"Custer County, Oklahoma",40039,79.5,18708,"2920 of 3139"
"Dimmit County, Texas",48127,79.5,6516,"2920 of 3139"
"Haskell County, Oklahoma",40061,79.5,7882,"2920 of 3139"
"Nolan County, Texas",48353,79.5,9243,"2920 of 3139"
"Roger Mills County, Oklahoma",40129,79.5,2202,"2920 of 3139"
"Upton County, Texas",48461,79.5,2447,"2920 of 3139"
"Appling County, Georgia",13001,79.4,11578,"2927 of 3139"
"Pushmataha County, Oklahoma",40127,79.4,6613,"2927 of 3139"
"Coffee County, Georgia",13069,79.3,26561,"2929 of 3139"
"Dewey County, South Dakota",46041,79.3,4072,"2929 of 3139"
"Greene County, North Carolina",37079,79.3,11696,"2929 of 3139"
"Rusk County, Texas",48401,79.3,31104,"2929 of 3139"
"Seminole County, Oklahoma",40133,79.3,15162,"2929 of 3139"
"Sutton County, Texas",48435,79.3,2408,"2929 of 3139"
"Anderson County, Texas",48001,79.2,28217,"2935 of 3139"
"Atoka County, Oklahoma",40005,79.2,8058,"2935 of 3139"
"Freestone County, Texas",48161,79.2,11266,"2935 of 3139"
"Knox County, Missouri",29103,79.2,2375,"2935 of 3139"
"Matagorda County, Texas",48321,79.2,23606,"2935 of 3139"
"Andrews County, Texas",48003,79.1,13332,"2940 of 3139"
"Burnet County, Texas",48053,79.1,28637,"2940 of 3139"
"Crockett County, Texas",48105,79.1,2245,"2940 of 3139"
"Haskell County, Kansas",20081,79.1,2618,"2940 of 3139"
"Apache County, Arizona",04001,79.0,46566,"2944 of 3139"
"Coal County, Oklahoma",40029,79.0,3388,"2944 of 3139"
"McCulloch County, Texas",48307,79.0,4846,"2944 of 3139"
"Morgan County, Missouri",29141,79.0,12213,"2944 of 3139"
"Winkler County, Texas",48495,79.0,5470,"2944 of 3139"
"Berrien County, Georgia",13019,78.9,12376,"2949 of 3139"
"Jerome County, Idaho",16053,78.9,16265,"2949 of 3139"
"San Augustine County, Texas",48405,78.9,4645,"2949 of 3139"
"Smith County, Texas",48423,78.9,148726,"2949 of 3139"
"Brewster County, Texas",48043,78.8,5443,"2953 of 3139"
"La Paz County, Arizona",04012,78.8,9701,"2953 of 3139"
"Lynn County, Texas",48305,78.8,3862,"2953 of 3139"
"Nacogdoches County, Texas",48347,78.8,39644,"2953 of 3139"
"Ward County, Texas",48475,78.8,8080,"2953 of 3139"
"Banks County, Georgia",13011,78.7,12371,"2958 of 3139"
"Collier County, Florida",12021,78.7,200877,"2958 of 3139"
"Donley County, Texas",48129,78.7,1763,"2958 of 3139"
"Red River County, Texas",48387,78.7,6977,"2958 of 3139"
"Sequoyah County, Oklahoma",40135,78.7,26031,"2958 of 3139"
"Falls County, Texas",48145,78.6,9471,"2963 of 3139"
"Hamilton County, Kansas",20075,78.6,1668,"2963 of 3139"
"Big Horn County, Wyoming",56003,78.5,7085,"2965 of 3139"
"Crosby County, Texas",48107,78.5,3592,"2965 of 3139"
"Fannin County, Texas",48147,78.5,20761,"2965 of 3139"
"Neshoba County, Mississippi",28099,78.5,18956,"2965 of 3139"
"Rabun County, Georgia",13241,78.5,9460,"2965 of 3139"
"Trinity County, Texas",48455,78.5,8324,"2965 of 3139"
"Austin County, Texas",48015,78.4,18800,"2971 of 3139"
"Cottle County, Texas",48101,78.4,819,"2971 of 3139"
"Duplin County, North Carolina",37061,78.4,36312,"2971 of 3139"
"Fayette County, Texas",48149,78.4,14571,"2971 of 3139"
"Hall County, Georgia",13139,78.4,133213,"2971 of 3139"
"Jefferson County, Texas",48245,78.4,155759,"2971 of 3139"
"King County, Texas",48269,78.4,174,"2971 of 3139"
"Monroe County, Florida",12087,78.4,43635,"2971 of 3139"
"Scotland County, Missouri",29199,78.4,3079,"2971 of 3139"
"Wise County, Texas",48497,78.4,46025,"2971 of 3139"
"Blanco County, Texas",48031,78.3,6986,"2981 of 3139"
"Houston County, Texas",48225,78.3,11851,"2981 of 3139"
"Montague County, Texas",48337,78.3,11958,"2981 of 3139"
"Bennett County, South Dakota",46007,78.2,2197,"2984 of 3139"
"Camp County, Texas",48063,78.2,8191,"2984 of 3139"
"Gilmer County, Georgia",13123,78.2,18090,"2984 of 3139"
"Grayson County, Texas",48181,78.2,86167,"2984 of 3139"
"Jim Wells County, Texas",48249,78.2,26276,"2984 of 3139"
"Lamar County, Texas",48277,78.2,30938,"2984 of 3139"
"Leake County, Mississippi",28079,78.2,13471,"2984 of 3139"
"Newton County, Texas",48351,78.2,7813,"2984 of 3139"
"Scott County, Mississippi",28123,78.2,18307,"2984 of 3139"
"Wilbarger County, Texas",48487,78.2,7878,"2984 of 3139"
"Concho County, Texas",48095,78.1,1576,"2994 of 3139"
"Duval County, Texas",48131,78.1,6608,"2994 of 3139"
"Zavala County, Texas",48507,78.1,7416,"2994 of 3139"
"Angelina County, Texas",48005,78.0,54463,"2997 of 3139"
"Cooke County, Texas",48097,78.0,25713,"2997 of 3139"
"Dickens County, Texas",48125,78.0,1063,"2997 of 3139"
"Ector County, Texas",48135,78.0,115272,"2997 of 3139"
"Okeechobee County, Florida",12093,78.0,23759,"2997 of 3139"
"Hockley County, Texas",48219,77.9,14616,"3002 of 3139"
"Jackson County, Texas",48239,77.9,9276,"3002 of 3139"
"Lee County, Texas",48287,77.9,10616,"3002 of 3139"
"McIntosh County, Oklahoma",40091,77.9,11074,"3002 of 3139"
"Mellette County, South Dakota",46095,77.9,1315,"3002 of 3139"
"Rains County, Texas",48379,77.9,7281,"3002 of 3139"
"Atascosa County, Texas",48013,77.8,33597,"3008 of 3139"
"Candler County, Georgia",13043,77.8,6583,"3008 of 3139"
"Cimarron County, Oklahoma",40025,77.8,1219,"3008 of 3139"
"Real County, Texas",48385,77.8,1827,"3008 of 3139"
"Reeves County, Texas",48389,77.8,8532,"3008 of 3139"
"Wood County, Texas",48499,77.8,24516,"3008 of 3139"
"Fremont County, Wyoming",56013,77.7,24115,"3014 of 3139"
"Swain County, North Carolina",37173,77.7,8793,"3014 of 3139"
"Adair County, Oklahoma",40001,77.6,14177,"3016 of 3139"
"Beaver County, Oklahoma",40007,77.6,3274,"3016 of 3139"
"Cherokee County, Texas",48073,77.6,31371,"3016 of 3139"
"Delaware County, Oklahoma",40041,77.6,24551,"3016 of 3139"
"Gregg County, Texas",48183,77.6,78447,"3016 of 3139"
"Le Flore County, Oklahoma",40079,77.6,30254,"3016 of 3139"
"Live Oak County, Texas",48297,77.6,6680,"3016 of 3139"
"McCurtain County, Oklahoma",40089,77.5,20179,"3023 of 3139"
"Scurry County, Texas",48415,77.5,9741,"3023 of 3139"
"Shackelford County, Texas",48417,77.5,1986,"3023 of 3139"
"Grimes County, Texas",48185,77.4,16295,"3026 of 3139"
"Hill County, Texas",48217,77.4,21983,"3026 of 3139"
"Limestone County, Texas",48293,77.4,13389,"3026 of 3139"
"San Jacinto County, Texas",48407,77.4,17165,"3026 of 3139"
"Bastrop County, Texas",48021,77.3,56280,"3030 of 3139"
"McDonald County, Missouri",29119,77.3,14605,"3030 of 3139"
"Motley County, Texas",48345,77.3,645,"3030 of 3139"
"Frio County, Texas",48163,77.2,11051,"3033 of 3139"
"Liberty County, Texas",48291,77.2,55415,"3033 of 3139"
"Marshall County, Oklahoma",40095,77.2,10040,"3033 of 3139"
"Foard County, Texas",48155,77.1,643,"3036 of 3139"
"Harper County, Oklahoma",40059,77.1,2251,"3036 of 3139"
"Hartley County, Texas",48205,77.1,2814,"3036 of 3139"
"Whitfield County, Georgia",13313,77.1,67753,"3036 of 3139"
"Bosque County, Texas",48035,77.0,10640,"3040 of 3139"
"Polk County, Texas",48373,77.0,28899,"3040 of 3139"
"Childress County, Texas",48075,76.9,3414,"3042 of 3139"
"Owyhee County, Idaho",16073,76.9,7209,"3042 of 3139"
"Palo Pinto County, Texas",48363,76.9,17695,"3042 of 3139"
"Dawson County, Texas",48115,76.8,7259,"3045 of 3139"
"Henderson County, Texas",48213,76.8,48356,"3045 of 3139"
"Aleutians East Borough, Alaska",02013,76.7,2276,"3047 of 3139"
"Hemphill County, Texas",48211,76.7,2464,"3047 of 3139"
"Llano County, Texas",48299,76.7,10459,"3047 of 3139"
"Echols County, Georgia",13101,76.6,2593,"3050 of 3139"
"Willacy County, Texas",48489,76.6,11283,"3050 of 3139"
"Colquitt County, Georgia",13071,76.5,28267,"3052 of 3139"
"Hopkins County, Texas",48223,76.5,22871,"3052 of 3139"
"Young County, Texas",48503,76.5,10753,"3052 of 3139"
"Garza County, Texas",48169,76.4,2829,"3055 of 3139"
"Holmes County, Ohio",39075,76.4,28599,"3055 of 3139"
"Navarro County, Texas",48349,76.4,31170,"3055 of 3139"
"Val Verde County, Texas",48465,76.4,30470,"3055 of 3139"
"Erath County, Texas",48143,76.3,25206,"3059 of 3139"
"Atkinson County, Georgia",13003,76.2,5170,"3060 of 3139"
"Kerr County, Texas",48265,76.2,27662,"3060 of 3139"
"Kimble County, Texas",48267,76.2,2299,"3060 of 3139"
"Gray County, Texas",48179,76.1,12519,"3063 of 3139"
"Van Zandt County, Texas",48467,76.1,34037,"3063 of 3139"
"Waller County, Texas",48473,76.1,33518,"3063 of 3139"
"Madison County, Texas",48313,76.0,7251,"3066 of 3139"
"Stephens County, Texas",48429,76.0,5177,"3066 of 3139"
"Briscoe County, Texas",48045,75.9,862,"3068 of 3139"
"Comanche County, Texas",48093,75.9,7765,"3068 of 3139"
"Eastland County, Texas",48133,75.9,10305,"3068 of 3139"
"Hale County, Texas",48189,75.9,19714,"3068 of 3139"
"Harmon County, Oklahoma",40057,75.9,1533,"3068 of 3139"
"Texas County, Oklahoma",40139,75.9,12834,"3068 of 3139"
"Cherokee County, Oklahoma",40021,75.8,29218,"3074 of 3139"
"Gillespie County, Texas",48171,75.8,14269,"3074 of 3139"
"Harris County, Texas",48201,75.8,3134707,"3074 of 3139"
"Culberson County, Texas",48109,75.7,1264,"3077 of 3139"
"El Paso County, Texas",48141,75.7,538230,"3077 of 3139"
"Throckmorton County, Texas",48447,75.7,799,"3077 of 3139"
"Jackson County, South Dakota",46071,75.6,2108,"3080 of 3139"
"Jack County, Texas",48237,75.5,4765,"3081 of 3139"
"Colorado County, Texas",48089,75.2,12379,"3082 of 3139"
"Hamilton County, Texas",48193,75.2,4707,"3082 of 3139"
"Pecos County, Texas",48371,75.2,8725,"3082 of 3139"
"Aransas County, Texas",48007,75.1,12291,"3085 of 3139"
"Schleicher County, Texas",48413,75.1,1671,"3085 of 3139"
"Uvalde County, Texas",48463,75.1,16251,"3085 of 3139"
"Knox County, Texas",48275,75.0,2147,"3088 of 3139"
"Dallas County, Texas",48113,74.9,1723179,"3089 of 3139"
"Titus County, Texas",48449,74.9,20479,"3089 of 3139"
"Gonzales County, Texas",48177,74.8,12685,"3091 of 3139"
"Potter County, Texas",48375,74.7,71368,"3092 of 3139"
"Coleman County, Texas",48083,74.4,4487,"3093 of 3139"
"Wharton County, Texas",48481,74.4,25140,"3093 of 3139"
"Caldwell County, Texas",48055,74.3,26379,"3095 of 3139"
"Edwards County, Texas",48137,74.2,1008,"3096 of 3139"
"Shelby County, Texas",48419,74.2,15196,"3096 of 3139"
"Floyd County, Texas",48153,74.1,3399,"3098 of 3139"
"Deaf Smith County, Texas",48117,73.8,11697,"3099 of 3139"
"Wheeler County, Texas",48483,73.8,2974,"3099 of 3139"
"Yoakum County, Texas",48501,73.8,5659,"3099 of 3139"
"Kenedy County, Texas",48261,73.7,247,"3102 of 3139"
"Leon County, Texas",48289,73.7,9562,"3102 of 3139"
"Swisher County, Texas",48437,73.7,4002,"3102 of 3139"
"Terry County, Texas",48445,73.7,6956,"3102 of 3139"
"DeSoto County, Florida",12027,73.5,19169,"3106 of 3139"
"Glades County, Florida",12043,73.5,6214,"3106 of 3139"
"Hardeman County, Texas",48197,73.3,2196,"3108 of 3139"
"Haskell County, Texas",48207,73.1,2834,"3109 of 3139"
"Hendry County, Florida",12051,73.1,25695,"3109 of 3139"
"Lamb County, Texas",48279,73.1,7634,"3109 of 3139"
"Mills County, Texas",48333,73.1,2469,"3109 of 3139"
"Jeff Davis County, Texas",48243,72.9,1003,"3113 of 3139"
"Moore County, Texas",48341,72.8,13390,"3114 of 3139"
"Ochiltree County, Texas",48357,72.7,6277,"3115 of 3139"
"LaGrange County, Indiana",18087,72.1,24604,"3116 of 3139"
"Bailey County, Texas",48017,71.9,4182,"3117 of 3139"
"Parmer County, Texas",48369,71.8,5845,"3118 of 3139"
"Sherman County, Texas",48421,71.7,1827,"3119 of 3139"
"Cochran County, Texas",48079,71.5,1663,"3120 of 3139"
"Maverick County, Texas",48323,71.5,35720,"3120 of 3139"
"Menard County, Texas",48327,71.5,1019,"3120 of 3139"
"Lipscomb County, Texas",48295,70.8,1843,"3123 of 3139"
"Castro County, Texas",48069,70.7,4392,"3124 of 3139"
"Zapata County, Texas",48505,70.7,8482,"3124 of 3139"
"Mason County, Texas",48319,70.6,2125,"3126 of 3139"
"Hansford County, Texas",48195,70.4,3201,"3127 of 3139"
"Clark County, Idaho",16033,70.3,465,"3128 of 3139"
"Hall County, Texas",48191,69.8,1541,"3129 of 3139"
"Webb County, Texas",48479,69.8,169177,"3129 of 3139"
"San Saba County, Texas",48411,69.3,2735,"3131 of 3139"
"Cameron County, Texas",48061,69.2,246041,"3132 of 3139"
"Starr County, Texas",48427,68.8,38046,"3133 of 3139"
"Hudspeth County, Texas",48229,68.0,2688,"3134 of 3139"
"Collingsworth County, Texas",48087,67.7,1575,"3135 of 3139"
"Presidio County, Texas",48377,67.4,3387,"3136 of 3139"
"Hidalgo County, Texas",48215,66.8,500310,"3137 of 3139"
"Dallam County, Texas",48111,66.2,4194,"3138 of 3139"
"Gaines County, Texas",48165,64.2,12487,"3139 of 3139"
"Kalawao County, Hawaii",15005,data not available,data not available,"N/A"
"Puerto Rico",72001,data not available,data not available,"N/A"

Created by statecancerprofiles.cancer.gov on 11/12/2021 12:02 am.
"Data not available [http://statecancerprofiles.cancer.gov/datanotavailable.html] for this combination of geography, cancer site, age, and race/ethnicity."
"Alaska Census Area Name Change: please note that Wade Hampton Census Area, AK (FIPS code=02270) was renamed effective July 1, 2015, and the new name is Kusilvak Census Area (FIPS Code=02158). Due to the nature of data submissions, we will use the older code/name this year and transition to the new code/name with a future data release."

"South Dakota County Name Change: please note that Shannon County, SD (FIPS code=46113) was renamed effective May 1, 2015, and the new name is Oglala Lakota County (FIPS Code=46102). Due to the nature of data submissions, we will use the older code/name this year and transition to the new code/name with a future data release."

Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & Small Area Health Insurance Estimates (https://www.census.gov/programs-surveys/sahie.html).
"For more information about Insurance: Percent insured in demographic group, all income levels, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#insurance."
